ts,src_ip,src_port,dst_ip,dst_port,proto,duration,orig_bytes,resp_bytes,ts_datetime,ts_datetime_norm,ts_datetime_norm_rounded,Label,Event_IDs
1757931106.450319,192.168.3.10,51010,192.168.2.10,8000,tcp,0.001612,344,553,2025-09-15 10:11:46.450319052,2025-09-15 12:11:46.450319052,2025-09-15 12:11:46,benign,
1757931084.706578,192.168.3.10,48046,192.168.0.10,8080,tcp,21.85968,41,0,2025-09-15 10:11:24.706578016,2025-09-15 12:11:24.706578016,2025-09-15 12:11:25,benign,
1757931106.565721,192.168.3.20,45448,192.168.0.10,8080,tcp,0.056454,783,2128,2025-09-15 10:11:46.565721035,2025-09-15 12:11:46.565721035,2025-09-15 12:11:47,benign,
1757931106.564472,192.168.3.20,42616,192.168.0.11,5000,tcp,0.061306,783,2128,2025-09-15 10:11:46.564471960,2025-09-15 12:11:46.564471960,2025-09-15 12:11:47,benign,
1757931106.571473,192.168.3.10,50632,192.168.0.11,5000,tcp,0.055016,783,2128,2025-09-15 10:11:46.571472883,2025-09-15 12:11:46.571472883,2025-09-15 12:11:47,benign,
1757931108.707351,192.168.3.20,42638,192.168.0.11,5000,tcp,0.000855,41,0,2025-09-15 10:11:48.707350969,2025-09-15 12:11:48.707350969,2025-09-15 12:11:49,benign,
1757931106.632396,192.168.3.20,42624,192.168.0.11,5000,tcp,2.12241,18241,74664,2025-09-15 10:11:46.632395983,2025-09-15 12:11:46.632395983,2025-09-15 12:11:47,benign,
1757931111.412119,192.168.3.10,38418,192.168.2.20,8080,tcp,0.003019,219,956,2025-09-15 10:11:51.412118912,2025-09-15 12:11:51.412118912,2025-09-15 12:11:51,log4shell_exploitation_log4shell-exploiter-_attack-t1203-_attack-t1110,586
1757931111.475332,192.168.3.10,51018,192.168.2.10,8000,tcp,0.001663,219,0,2025-09-15 10:11:51.475332022,2025-09-15 12:11:51.475332022,2025-09-15 12:11:51,benign,
1757931111.48027,192.168.3.10,35626,192.168.2.10,9600,tcp,0.000123,0,0,2025-09-15 10:11:51.480269909,2025-09-15 12:11:51.480269909,2025-09-15 12:11:51,benign,
1757931111.482681,192.168.3.10,35636,192.168.2.10,9600,tcp,0.000106,0,0,2025-09-15 10:11:51.482681036,2025-09-15 12:11:51.482681036,2025-09-15 12:11:51,benign,
1757931111.484802,192.168.3.10,35642,192.168.2.10,9600,tcp,8.5e-05,0,0,2025-09-15 10:11:51.484802008,2025-09-15 12:11:51.484802008,2025-09-15 12:11:51,benign,
1757931111.488304,192.168.2.10,59474,192.168.0.11,5000,tcp,0.002284,235,0,2025-09-15 10:11:51.488303900,2025-09-15 12:11:51.488303900,2025-09-15 12:11:51,benign,
1757931111.487138,192.168.3.10,47944,192.168.2.10,8080,tcp,0.00397,235,0,2025-09-15 10:11:51.487138033,2025-09-15 12:11:51.487138033,2025-09-15 12:11:51,benign,
1757931111.494792,192.168.2.10,59476,192.168.0.11,5000,tcp,0.001188,344,0,2025-09-15 10:11:51.494791985,2025-09-15 12:11:51.494791985,2025-09-15 12:11:51,benign,
1757931111.493688,192.168.3.10,47950,192.168.2.10,8080,tcp,0.002595,344,0,2025-09-15 10:11:51.493688107,2025-09-15 12:11:51.493688107,2025-09-15 12:11:51,benign,
1757931111.499094,192.168.2.10,59492,192.168.0.11,5000,tcp,0.000786,219,0,2025-09-15 10:11:51.499094009,2025-09-15 12:11:51.499094009,2025-09-15 12:11:51,benign,
1757931111.498636,192.168.3.10,47960,192.168.2.10,8080,tcp,0.001514,219,0,2025-09-15 10:11:51.498636007,2025-09-15 12:11:51.498636007,2025-09-15 12:11:51,benign,
1757931112.576656,192.168.3.10,42582,192.168.2.10,22,tcp,0.408324,15565848,51233,2025-09-15 10:11:52.576656103,2025-09-15 12:11:52.576656103,2025-09-15 12:11:53,ssh_exploitation_ssh-exploiter-_attack-t1021-_attack-t1105-_attack-t1222-_attack-t1059,"569,570"
1757931106.68276,192.168.3.20,45460,192.168.0.10,8080,tcp,7.092851,41,0,2025-09-15 10:11:46.682760000,2025-09-15 12:11:46.682760000,2025-09-15 12:11:47,benign,
1757931113.775119,192.168.2.10,38704,192.168.0.10,8080,tcp,0.051331,783,2128,2025-09-15 10:11:53.775119066,2025-09-15 12:11:53.775119066,2025-09-15 12:11:54,benign,
1757931113.774716,192.168.2.10,38926,192.168.3.10,8080,tcp,0.052499,783,2128,2025-09-15 10:11:53.774715900,2025-09-15 12:11:53.774715900,2025-09-15 12:11:54,benign,
1757931113.776691,192.168.3.10,49650,192.168.0.11,5000,tcp,0.050778,783,2128,2025-09-15 10:11:53.776690960,2025-09-15 12:11:53.776690960,2025-09-15 12:11:54,benign,
1757931113.772456,192.168.2.10,45746,192.168.0.11,5000,tcp,0.055579,783,2128,2025-09-15 10:11:53.772455931,2025-09-15 12:11:53.772455931,2025-09-15 12:11:54,benign,
1757931114.02223,192.168.2.10,45772,192.168.0.11,5000,tcp,0.000894,41,0,2025-09-15 10:11:54.022229910,2025-09-15 12:11:54.022229910,2025-09-15 12:11:54,benign,
1757931113.833762,192.168.2.10,45756,192.168.0.11,5000,tcp,2.122483,7820,3309,2025-09-15 10:11:53.833761930,2025-09-15 12:11:53.833761930,2025-09-15 12:11:54,benign,
1757931113.886695,192.168.2.10,38708,192.168.0.10,8080,tcp,2.503623,41,0,2025-09-15 10:11:53.886694908,2025-09-15 12:11:53.886694908,2025-09-15 12:11:54,benign,
1757931070.673085,192.168.0.10,8,192.168.2.10,0,icmp,0.000911,112,112,2025-09-15 10:11:10.673084974,2025-09-15 12:11:10.673084974,2025-09-15 12:11:11,TCPScanEvent,"1089,1114,1118"
1757931070.673997,192.168.0.10,8,192.168.2.20,0,icmp,0.000234,112,112,2025-09-15 10:11:10.673996925,2025-09-15 12:11:10.673996925,2025-09-15 12:11:11,TCPScanEvent,"1115,1117"
1757931073.599448,192.168.0.10,8,192.168.3.10,0,icmp,0.000382,112,112,2025-09-15 10:11:13.599447966,2025-09-15 12:11:13.599447966,2025-09-15 12:11:14,TCPScanEvent,"1081,1082,1083"
1757931086.014306,192.168.3.10,8,192.168.2.10,0,icmp,0.000415,112,112,2025-09-15 10:11:26.014306068,2025-09-15 12:11:26.014306068,2025-09-15 12:11:26,TCPScanEvent,"955,1016,1022"
1757931086.015387,192.168.3.10,8,192.168.2.20,0,icmp,0.00036,112,112,2025-09-15 10:11:26.015387058,2025-09-15 12:11:26.015387058,2025-09-15 12:11:26,TCPScanEvent,"1017,1019"
1757931146.57698,192.168.3.10,46780,192.168.0.11,5000,tcp,0.046521,768,2258,2025-09-15 10:12:26.576980114,2025-09-15 12:12:26.576980114,2025-09-15 12:12:27,benign,
1757931146.575841,192.168.2.10,50394,192.168.3.10,8080,tcp,0.047366,768,2258,2025-09-15 10:12:26.575840950,2025-09-15 12:12:26.575840950,2025-09-15 12:12:27,TCPScanEvent,"43,81,82"
1757931146.573564,192.168.2.10,34156,192.168.3.10,80,tcp,0.00172,144,281,2025-09-15 10:12:26.573564053,2025-09-15 12:12:26.573564053,2025-09-15 12:12:27,TCPScanEvent,"39,40,41,42,43,81,82"
1757931146.571384,192.168.2.10,34142,192.168.3.10,80,tcp,0.001053,517,406,2025-09-15 10:12:26.571383953,2025-09-15 12:12:26.571383953,2025-09-15 12:12:27,TCPScanEvent,"39,40,41,42,43,81,82"
1757931143.567488,192.168.2.10,60946,192.168.3.10,8983,tcp,0.000623,0,0,2025-09-15 10:12:23.567487955,2025-09-15 12:12:23.567487955,2025-09-15 12:12:24,TCPScanEvent,"43,81,82"
1757931143.567472,192.168.2.10,48488,192.168.3.10,8088,tcp,0.000624,0,0,2025-09-15 10:12:23.567471981,2025-09-15 12:12:23.567471981,2025-09-15 12:12:24,TCPScanEvent,"43,81,82"
1757931143.567456,192.168.2.10,50384,192.168.3.10,8080,tcp,3.002857,0,0,2025-09-15 10:12:23.567456007,2025-09-15 12:12:23.567456007,2025-09-15 12:12:24,TCPScanEvent,"43,81,82"
1757931146.56901,192.168.3.10,46766,192.168.0.11,5000,tcp,0.001763,0,0,2025-09-15 10:12:26.569010019,2025-09-15 12:12:26.569010019,2025-09-15 12:12:27,benign,
1757931143.567423,192.168.2.10,59182,192.168.3.10,7001,tcp,0.000615,0,0,2025-09-15 10:12:23.567423105,2025-09-15 12:12:23.567423105,2025-09-15 12:12:24,TCPScanEvent,"43,81,82"
1757931143.567406,192.168.2.10,49388,192.168.3.10,5986,tcp,0.000615,0,0,2025-09-15 10:12:23.567405939,2025-09-15 12:12:23.567405939,2025-09-15 12:12:24,TCPScanEvent,"43,81,82"
1757931143.56737,192.168.2.10,36484,192.168.3.10,3389,tcp,0.000622,0,0,2025-09-15 10:12:23.567369938,2025-09-15 12:12:23.567369938,2025-09-15 12:12:24,TCPScanEvent,"43,81,82"
1757931143.567354,192.168.2.10,34026,192.168.3.10,3306,tcp,0.000576,0,0,2025-09-15 10:12:23.567353964,2025-09-15 12:12:23.567353964,2025-09-15 12:12:24,TCPScanEvent,"43,81,82"
1757931143.567337,192.168.2.10,34306,192.168.3.10,2222,tcp,0.000528,0,0,2025-09-15 10:12:23.567337036,2025-09-15 12:12:23.567337036,2025-09-15 12:12:24,TCPScanEvent,"43,81,82"
1757931143.567317,192.168.2.10,54084,192.168.3.10,445,tcp,0.000452,0,0,2025-09-15 10:12:23.567317009,2025-09-15 12:12:23.567317009,2025-09-15 12:12:24,TCPScanEvent,"43,81,82"
1757931143.567296,192.168.2.10,58236,192.168.3.10,443,tcp,0.000456,0,0,2025-09-15 10:12:23.567296028,2025-09-15 12:12:23.567296028,2025-09-15 12:12:24,TCPScanEvent,"43,81,82"
1757931143.567275,192.168.2.10,49572,192.168.3.10,135,tcp,0.000381,0,0,2025-09-15 10:12:23.567275047,2025-09-15 12:12:23.567275047,2025-09-15 12:12:24,TCPScanEvent,"43,81,82"
1757931143.567252,192.168.2.10,34134,192.168.3.10,80,tcp,3.001879,0,0,2025-09-15 10:12:23.567251921,2025-09-15 12:12:23.567251921,2025-09-15 12:12:24,TCPScanEvent,"39,40,41,42,43,81,82"
1757931143.567439,192.168.2.10,48278,192.168.3.10,8008,tcp,0.000619,0,0,2025-09-15 10:12:23.567439079,2025-09-15 12:12:23.567439079,2025-09-15 12:12:24,TCPScanEvent,"43,81,82"
1757931143.567224,192.168.2.10,40534,192.168.3.10,22,tcp,3.002716,0,41,2025-09-15 10:12:23.567224026,2025-09-15 12:12:23.567224026,2025-09-15 12:12:24,TCPScanEvent,"43,81,82"
1757931143.565584,192.168.2.10,8,192.168.3.10,0,icmp,0.000395,112,112,2025-09-15 10:12:23.565583944,2025-09-15 12:12:23.565583944,2025-09-15 12:12:24,TCPScanEvent,"43,81,82"
1757931113.887118,192.168.2.10,38936,192.168.3.10,8080,tcp,29.681305,41,0,2025-09-15 10:11:53.887118101,2025-09-15 12:11:53.887118101,2025-09-15 12:11:54,benign,
1757931084.660445,192.168.3.10,40064,192.168.0.11,5000,tcp,61.093047,164600,38642438,2025-09-15 10:11:24.660444975,2025-09-15 12:11:24.660444975,2025-09-15 12:11:25,benign,
1757931143.567386,192.168.2.10,40386,192.168.3.10,5985,tcp,0.000621,0,0,2025-09-15 10:12:23.567385912,2025-09-15 12:12:23.567385912,2025-09-15 12:12:24,TCPScanEvent,"43,81,82"
1757931081.864456,192.168.2.10,47096,192.168.0.11,5000,tcp,61.049051,158596,23104319,2025-09-15 10:11:21.864455938,2025-09-15 12:11:21.864455938,2025-09-15 12:11:22,benign,
1757931035.698187,192.168.2.20,40938,192.168.0.20,8888,tcp,106.041791,2298,735,2025-09-15 10:10:35.698187113,2025-09-15 12:10:35.698187113,2025-09-15 12:10:36,benign,
1757931011.585799,192.168.2.20,40930,192.168.0.20,8888,tcp,132.077004,3064,980,2025-09-15 10:10:11.585798979,2025-09-15 12:10:11.585798979,2025-09-15 12:10:12,benign,
1757931013.296834,10.10.2.1,59028,192.168.0.20,8888,tcp,110.153871,2395,735,2025-09-15 10:10:13.296833992,2025-09-15 12:10:13.296833992,2025-09-15 12:10:13,benign,
1757931016.661246,192.168.2.10,39280,192.168.0.20,8888,tcp,124.089602,3080,980,2025-09-15 10:10:16.661246061,2025-09-15 12:10:16.661246061,2025-09-15 12:10:17,benign,
1757931014.136721,10.10.3.1,37258,192.168.2.23,1514,tcp,130.775425,15192,1246,2025-09-15 10:10:14.136720896,2025-09-15 12:10:14.136720896,2025-09-15 12:10:14,benign,
1757931007.577147,192.168.3.10,53652,192.168.0.20,8888,tcp,130.647926,2310,735,2025-09-15 10:10:07.577147007,2025-09-15 12:10:07.577147007,2025-09-15 12:10:08,benign,
1757931019.440933,192.168.3.10,53650,192.168.0.20,8888,tcp,118.189217,2311,735,2025-09-15 10:10:19.440932989,2025-09-15 12:10:19.440932989,2025-09-15 12:10:19,benign,
1757931027.636864,192.168.2.10,39282,192.168.0.20,8888,tcp,93.085515,2311,735,2025-09-15 10:10:27.636863947,2025-09-15 12:10:27.636863947,2025-09-15 12:10:28,benign,
